REG;Région;DEP;CODCAN;CAN;Canton;NBCOM;PMUN;PTOT
76;Occitanie;46;13;4613;Marches du Sud-Quercy;25;12174;12466
76;Occitanie;46;14;4614;Martel;16;10148;10375
76;Occitanie;46;15;4615;Puy-l'Evêque;25;11481;11717
76;Occitanie;46;16;4616;Saint-Céré;18;9583;9905
76;Occitanie;46;17;4617;Souillac;18;9845;10317
75;Nouvelle-Aquitaine;47;01;4701;Agen-1;4;16643;17070
75;Nouvelle-Aquitaine;47;02;4702;Agen-2;3;13891;14143
75;Nouvelle-Aquitaine;47;03;4703;Agen-3;1;15565;16008
75;Nouvelle-Aquitaine;47;04;4704;Agen-4;2;18365;18829
75;Nouvelle-Aquitaine;47;05;4705;L'Albret;22;16397;17069
75;Nouvelle-Aquitaine;47;06;4706;Le Confluent;20;14031;14383
75;Nouvelle-Aquitaine;47;07;4707;Les Coteaux de Guyenne;34;13401;13642
75;Nouvelle-Aquitaine;47;08;4708;Les Forêts de Gascogne;32;15499;15779
75;Nouvelle-Aquitaine;47;09;4709;Le Fumélois;19;17807;18165
75;Nouvelle-Aquitaine;47;10;4710;Le Haut Agenais Périgord;33;13483;13776
75;Nouvelle-Aquitaine;47;11;4711;Lavardac;20;13330;13644
75;Nouvelle-Aquitaine;47;12;4712;Le Livradais;14;15530;15832
75;Nouvelle-Aquitaine;47;13;4713;Marmande-1;10;18321;18875
75;Nouvelle-Aquitaine;47;14;4714;Marmande-2;11;17826;18204
75;Nouvelle-Aquitaine;47;15;4715;L'Ouest agenais;11;17780;18189
75;Nouvelle-Aquitaine;47;16;4716;Le Pays de Serres;23;13609;13844
75;Nouvelle-Aquitaine;47;17;4717;Le Sud-Est agenais;19;17006;17339
75;Nouvelle-Aquitaine;47;18;4718;Tonneins;13;18197;18644
75;Nouvelle-Aquitaine;47;19;4719;Le Val du Dropt;25;12538;12879
75;Nouvelle-Aquitaine;47;20;4720;Villeneuve-sur-Lot-1;2;15357;15719
75;Nouvelle-Aquitaine;47;21;4721;Villeneuve-sur-Lot-2;6;16653;17224
76;Occitanie;48;01;4801;Peyre en Aubrac;25;6620;6872
76;Occitanie;48;02;4802;La Canourgue;8;5930;6148
76;Occitanie;48;03;4803;Bourgs sur Colagne;12;6873;7088
76;Occitanie;48;04;4804;Le Collet-de-Dèze;23;5109;5265
76;Occitanie;48;05;4805;Florac Trois Rivières;9;5278;5527
76;Occitanie;48;06;4806;Grandrieu;19;5021;5147
76;Occitanie;48;07;4807;Langogne;9;4626;4873
76;Occitanie;48;08;4808;Marvejols;5;5729;5993
76;Occitanie;48;09;4809;Mende-1;1;6216;6669
76;Occitanie;48;10;4810;Mende-2;1;6100;6418
76;Occitanie;48;11;4811;Saint-Alban-sur-Limagnole;17;6325;6489
76;Occitanie;48;12;4812;Saint-Chély-d'Apcher;6;6065;6719
76;Occitanie;48;13;4813;Saint-Etienne-du-Valdonnez;18;6627;6873
52;Pays de la Loire;49;01;4901;Angers-1;1;43970;44908
52;Pays de la Loire;49;02;4902;Angers-2;3;41875;43117
52;Pays de la Loire;49;03;4903;Angers-3;8;41987;42670
52;Pays de la Loire;49;04;4904;Angers-4;4;43504;44636
52;Pays de la Loire;49;05;4905;Angers-5;7;40529;41226
52;Pays de la Loire;49;06;4906;Angers-6;13;42442;43381
52;Pays de la Loire;49;07;4907;Angers-7;6;45544;46559
52;Pays de la Loire;49;08;4908;Beaufort-en-Anjou;6;32743;33396
52;Pays de la Loire;49;09;4909;Beaupréau-en-Mauges;3;41514;42579
52;Pays de la Loire;49;10;4910;Chalonnes-sur-Loire;14;34689;35383
52;Pays de la Loire;49;11;4911;Chemillé-en-Anjou;7;38344;39284
52;Pays de la Loire;49;12;4912;Cholet-1;1;42330;43704
52;Pays de la Loire;49;13;4913;Cholet-2;20;44041;45333
52;Pays de la Loire;49;14;4914;Doué-en-Anjou;19;34927;35824
52;Pays de la Loire;49;15;4915;Longué-Jumelles;17;30320;30848
52;Pays de la Loire;49;16;4916;Mauges-sur-Loire;2;35040;35844
52;Pays de la Loire;49;17;4917;Les Ponts-de-Cé;8;37957;39066
52;Pays de la Loire;49;18;4918;Sèvremoine;6;41785;42823
52;Pays de la Loire;49;19;4919;Saumur;11;34380;35472
52;Pays de la Loire;49;20;4920;Segré-en-Anjou Bleu;11;34612;35766
52;Pays de la Loire;49;21;4921;Tiercé;21;42210;42874
28;Normandie;50;01;5001;Agon-Coutainville;20;18922;19368
28;Normandie;50;02;5002;Avranches;17;22198;23052
28;Normandie;50;03;5003;Bréhal;27;20718;21249
28;Normandie;50;04;5004;Bricquebec-en-Cotentin;27;17858;18201
28;Normandie;50;05;5005;Carentan-les-Marais;21;21572;21922
28;Normandie;50;06;5006;Cherbourg-en-Cotentin-1;1;16518;17135
28;Normandie;50;07;5007;Cherbourg-en-Cotentin-2;1;15704;16176
28;Normandie;50;08;5008;Cherbourg-en-Cotentin-3;10;17611;17962
28;Normandie;50;09;5009;Condé-sur-Vire;17;20072;20515
28;Normandie;50;10;5010;Coutances;16;17051;18481
28;Normandie;50;11;5011;Créances;19;16311;16679
28;Normandie;50;12;5012;Cherbourg-en-Cotentin-4;1;15913;16357
28;Normandie;50;13;5013;Granville;4;21087;21999
28;Normandie;50;14;5014;La Hague;2;16184;16582
28;Normandie;50;15;5015;Isigny-le-Buat;27;17423;17956
28;Normandie;50;16;5016;Le Mortainais;17;14358;14814
28;Normandie;50;17;5017;Les Pieux;28;21525;22029
28;Normandie;50;18;5018;Pont-Hébert;26;16009;16559
28;Normandie;50;19;5019;Pontorson;21;17621;18059
28;Normandie;50;20;5020;Quettreville-sur-Sienne;24;17673;18017
28;Normandie;50;21;5021;Saint-Hilaire-du-Harcouët;15;18854;19589
28;Normandie;50;22;5022;Saint-Lô-1;10;19957;21086
28;Normandie;50;23;5023;Saint-Lô-2;11;21736;22259
28;Normandie;50;24;5024;Cherbourg-en-Cotentin-5;4;19413;19950
28;Normandie;50;25;5025;Valognes;31;20471;21145
28;Normandie;50;26;5026;Val-de-Saire;29;17086;17430
28;Normandie;50;27;5027;Villedieu-les-Poêles-Rouffigny;27;15663;15968
44;Grand Est;51;01;5101;Argonne Suippe et Vesle;79;22284;23212
44;Grand Est;51;02;5102;Bourgogne-Fresne;27;29117;29604
44;Grand Est;51;03;5103;Châlons-en-Champagne-1;4;26625;27068
44;Grand Est;51;04;5104;Châlons-en-Champagne-2;19;25606;26484
44;Grand Est;51;05;5105;Châlons-en-Champagne-3;42;24779;25282
44;Grand Est;51;06;5106;Dormans-Paysages de Champagne;70;24186;24591
44;Grand Est;51;07;5107;Épernay-1;18;25788;26334
44;Grand Est;51;08;5108;Épernay-2;18;25243;25834
44;Grand Est;51;09;5109;Fismes-Montagne de Reims;53;27149;27718
44;Grand Est;51;10;5110;Mourmelon-Vesle et Monts de Champagne;37;25457;25889
44;Grand Est;51;11;5111;Reims-1;1;26769;27406
44;Grand Est;51;12;5112;Reims-2;1;19807;20103
44;Grand Est;51;13;5113;Reims-3;1;22442;22803
44;Grand Est;51;14;5114;Reims-4;6;26966;27303
44;Grand Est;51;15;5115;Reims-5;3;24187;24497
44;Grand Est;51;16;5116;Reims-6;1;26627;26891
44;Grand Est;51;17;5117;Reims-7;1;28568;28919
44;Grand Est;51;18;5118;Reims-8;9;22603;22838
44;Grand Est;51;19;5119;Reims-9;1;22765;23417
44;Grand Est;51;20;5120;Sermaize-les-Bains;75;20251;20615
44;Grand Est;51;21;5121;Sézanne-Brie et Champagne;61;21895;22354
44;Grand Est;51;22;5122;Vertus-Plaine Champenoise;60;22593;23167
44;Grand Est;51;23;5123;Vitry-le-François-Champagne et Der;35;23585;24070
44;Grand Est;52;01;5201;Bologne;38;10179;10407
44;Grand Est;52;02;5202;Bourbonne-les-Bains;36;8809;9033
44;Grand Est;52;03;5203;Chalindrey;45;10645;10912
44;Grand Est;52;04;5204;Châteauvillain;37;8761;8934
44;Grand Est;52;05;5205;Chaumont-1;7;10463;10755
44;Grand Est;52;06;5206;Chaumont-2;5;8263;8827
44;Grand Est;52;07;5207;Chaumont-3;6;10082;10774
44;Grand Est;52;08;5208;Eurville-Bienville;17;8761;8931
44;Grand Est;52;09;5209;Joinville;38;10340;10568
44;Grand Est;52;10;5210;Langres;18;11900;12395
44;Grand Est;52;11;5211;Nogent;29;11849;12086
44;Grand Est;52;12;5212;Poissons;65;8345;8560
44;Grand Est;52;13;5213;Saint-Dizier-1;11;12285;12458
44;Grand Est;52;14;5214;Saint-Dizier-2;1;10524;10785
44;Grand Est;52;15;5215;Saint-Dizier-3;3;10414;10585
44;Grand Est;52;16;5216;Villegusien-le-Lac;54;8564;8724
44;Grand Est;52;17;5217;Wassy;20;10858;11162
52;Pays de la Loire;53;01;5301;Château-Gontier-sur-Mayenne-1;13;16367;16882
52;Pays de la Loire;53;02;5302;Bonchamp-lès-Laval;8;16073;16516
52;Pays de la Loire;53;03;5303;Château-Gontier-sur-Mayenne-2;12;20761;21409
52;Pays de la Loire;53;04;5304;Cossé-le-Vivien;29;21568;22055
52;Pays de la Loire;53;05;5305;Ernée;15;20479;20900
52;Pays de la Loire;53;06;5306;Évron;18;21227;21634
52;Pays de la Loire;53;07;5307;Gorron;27;18356;18738
52;Pays de la Loire;53;08;5308;L'Huisserie;9;15845;16324
52;Pays de la Loire;53;09;5309;Lassay-les-Châteaux;24;17743;18129
52;Pays de la Loire;53;10;5310;Laval-1;1;19201;20325
52;Pays de la Loire;53;11;5311;Laval-2;1;16311;16980
52;Pays de la Loire;53;12;5312;Laval-3;1;14145;14874
52;Pays de la Loire;53;13;5313;Loiron-Ruillé;14;17238;17562
52;Pays de la Loire;53;14;5314;Mayenne;8;18458;19315
52;Pays de la Loire;53;15;5315;Meslay-du-Maine;33;19988;20442
52;Pays de la Loire;53;16;5316;Saint-Berthevin;4;16583;17063
52;Pays de la Loire;53;17;5317;Villaines-la-Juhel;26;15590;15970
44;Grand Est;54;01;5401;Baccarat;91;26741;27219
44;Grand Est;54;02;5402;Entre Seille et Meurthe;39;29173;29520
44;Grand Est;54;03;5403;Grand Couronné;24;33065;33721
44;Grand Est;54;04;5404;Jarny;34;36310;36826
44;Grand Est;54;05;5405;Jarville-la-Malgrange;12;34551;35107
44;Grand Est;54;06;5406;Laxou;2;29432;29940
44;Grand Est;54;07;5407;Longwy;8;34520;35095
44;Grand Est;54;08;5408;Lunéville-1;26;33053;33639
44;Grand Est;54;09;5409;Lunéville-2;54;33977;34439
44;Grand Est;54;10;5410;Meine au Saintois;98;28010;28446
44;Grand Est;54;11;5411;Mont-Saint-Martin;32;31529;32028
44;Grand Est;54;12;5412;Nancy-1;1;35784;36431
44;Grand Est;54;13;5413;Nancy-2;1;31962;32438
44;Grand Est;54;14;5414;Nancy-3;1;36514;36884
44;Grand Est;54;15;5415;Neuves-Maisons;14;25972;26324
44;Grand Est;54;16;5416;Le Nord-Toulois;56;26142;26631
44;Grand Est;54;17;5417;Pays de Briey;37;36895;37611
44;Grand Est;54;18;5418;Pont-à-Mousson;24;34436;34907
44;Grand Est;54;19;5419;Saint-Max;5;36371;37228
44;Grand Est;54;20;5420;Toul;15;30994;31431
44;Grand Est;54;21;5421;Val de Lorraine Sud;5;29539;29848
44;Grand Est;54;22;5422;Vandœuvre-lès-Nancy;1;29537;29829
44;Grand Est;54;23;5423;Villerupt;14;27979;28353
44;Grand Est;55;01;5501;Ancerville;25;12672;12973
44;Grand Est;55;02;5502;Bar-le-Duc-1;13;12104;12456
44;Grand Est;55;03;5503;Bar-le-Duc-2;5;11122;11547
44;Grand Est;55;04;5504;Belleville-sur-Meuse;27;9287;9531
44;Grand Est;55;05;5505;Bouligny;26;8944;9094
44;Grand Est;55;06;5506;Clermont-en-Argonne;50;8816;9018
44;Grand Est;55;07;5507;Commercy;14;11811;12149
44;Grand Est;55;08;5508;Dieue-sur-Meuse;62;12489;12735
44;Grand Est;55;09;5509;Étain;42;9896;10086
44;Grand Est;55;10;5510;Ligny-en-Barrois;40;11612;11911
44;Grand Est;55;11;5511;Montmédy;45;9481;9798
44;Grand Est;55;12;5512;Revigny-sur-Ornain;28;11036;11287
44;Grand Est;55;13;5513;Saint-Mihiel;34;11671;11917
44;Grand Est;55;14;5514;Stenay;35;8534;8803
44;Grand Est;55;15;5515;Vaucouleurs;48;12207;12447
44;Grand Est;55;16;5516;Verdun-1;2;9810;10436
44;Grand Est;55;17;5517;Verdun-2;5;10427;10853
53;Bretagne;56;01;5601;Auray;7;33899;34811
53;Bretagne;56;02;5602;Gourin;29;33561;34650
53;Bretagne;56;03;5603;Grand-Champ;17;38337;39354
53;Bretagne;56;04;5604;Guer;23;39635;40810
53;Bretagne;56;05;5605;Guidel;11;42156;43117
53;Bretagne;56;06;5606;Hennebont;6;43285;44458
53;Bretagne;56;07;5607;Lanester;2;30100;30812
53;Bretagne;56;08;5608;Lorient-1;1;29554;30537
53;Bretagne;56;09;5609;Lorient-2;2;30574;31111
53;Bretagne;56;10;5610;Moréac;23;34779;35649
53;Bretagne;56;11;5611;Muzillac;15;35284;35967
53;Bretagne;56;12;5612;Ploemeur;3;35699;36779
53;Bretagne;56;13;5613;Ploërmel;29;39614;40951
53;Bretagne;56;14;5614;Pluvigner;11;37806;38731
53;Bretagne;56;15;5615;Pontivy;14;42696;44210
53;Bretagne;56;16;5616;Questembert;16;35816;36666
53;Bretagne;56;17;5617;Quiberon;16;37471;38461
53;Bretagne;56;18;5618;Séné;10;39872;40788
53;Bretagne;56;19;5619;Vannes-1;1;32692;34007
53;Bretagne;56;20;5620;Vannes-2;10;40829;42055
53;Bretagne;56;21;5621;Vannes-3;6;35028;35905
44;Grand Est;57;01;5701;Algrange;16;41491;42084
44;Grand Est;57;02;5702;Bitche;46;33343;34194
44;Grand Est;57;03;5703;Boulay-Moselle;31;32054;32542
44;Grand Est;57;04;5704;Bouzonville;54;34287;34918
44;Grand Est;57;05;5705;Les Coteaux de Moselle;27;35733;36496
44;Grand Est;57;06;5706;Fameck;5;41479;41889
44;Grand Est;57;07;5707;Faulquemont;61;39717;40455
44;Grand Est;57;08;5708;Forbach;7;39234;39749
44;Grand Est;57;09;5709;Freyming-Merlebach;11;31587;31960
44;Grand Est;57;10;5710;Hayange;9;40649;41132
44;Grand Est;57;11;5711;Metz-1;1;38866;39406
44;Grand Est;57;12;5712;Metz-2;1;40560;41302
44;Grand Est;57;13;5713;Metz-3;1;41448;42006
44;Grand Est;57;14;5714;Metzervisse;27;38449;39171
44;Grand Est;57;15;5715;Montigny-lès-Metz;6;45092;45865
44;Grand Est;57;16;5716;Le Pays Messin;49;41955;43022
44;Grand Est;57;17;5717;Phalsbourg;56;32341;33220
44;Grand Est;57;18;5718;Rombas;14;45881;46384
44;Grand Est;57;19;5719;Saint-Avold;10;38284;38979
44;Grand Est;57;20;5720;Sarralbe;48;32832;33474
44;Grand Est;57;21;5721;Sarrebourg;46;30211;30924
44;Grand Est;57;22;5722;Sarreguemines;20;43964;44919
44;Grand Est;57;23;5723;Le Saulnois;135;29675;30560
44;Grand Est;57;24;5724;Le Sillon Mosellan;7;46014;46541
44;Grand Est;57;25;5725;Stiring-Wendel;14;36511;37015
44;Grand Est;57;26;5726;Thionville;2;48140;48963
44;Grand Est;57;27;5727;Yutz;24;50145;51156
27;Bourgogne-Franche-Comté;58;01;5801;La Charité-sur-Loire;28;14104;14318
27;Bourgogne-Franche-Comté;58;02;5802;Château-Chinon;40;12251;12789
27;Bourgogne-Franche-Comté;58;03;5803;Clamecy;46;13351;13899
27;Bourgogne-Franche-Comté;58;04;5804;Corbigny;45;9934;10260
27;Bourgogne-Franche-Comté;58;05;5805;Cosne-Cours-sur-Loire;7;13665;13964
27;Bourgogne-Franche-Comté;58;06;5806;Decize;9;10418;10706
27;Bourgogne-Franche-Comté;58;07;5807;Fourchambault;4;12154;12418
27;Bourgogne-Franche-Comté;58;08;5808;Guérigny;32;14056;14355
27;Bourgogne-Franche-Comté;58;09;5809;Imphy;9;9809;9965
27;Bourgogne-Franche-Comté;58;10;5810;Luzy;32;11847;12048
27;Bourgogne-Franche-Comté;58;11;5811;Nevers-1;2;11112;11493
27;Bourgogne-Franche-Comté;58;12;5812;Nevers-2;4;11217;11420
27;Bourgogne-Franche-Comté;58;13;5813;Nevers-3;4;11382;11730
27;Bourgogne-Franche-Comté;58;14;5814;Nevers-4;1;10238;10653
27;Bourgogne-Franche-Comté;58;15;5815;Pouilly-sur-Loire;29;14478;14788
27;Bourgogne-Franche-Comté;58;16;5816;Saint-Pierre-le-Moûtier;17;9880;10051
27;Bourgogne-Franche-Comté;58;17;5817;Varennes-Vauzelles;3;12521;12764
32;Hauts-de-France;59;01;5901;Aniche;26;59618;60153
32;Hauts-de-France;59;02;5902;Annœullin;24;79168;80037
32;Hauts-de-France;59;03;5903;Anzin;6;51872;52178
32;Hauts-de-France;59;04;5904;Armentières;11;67033;67813
32;Hauts-de-France;59;05;5905;Aulnoye-Aymeries;39;51224;52009
32;Hauts-de-France;59;06;5906;Aulnoy-lez-Valenciennes;20;53502;54039
32;Hauts-de-France;59;07;5907;Avesnes-sur-Helpe;52;58061;58946
32;Hauts-de-France;59;08;5908;Bailleul;23;52394;53318
32;Hauts-de-France;59;09;5909;Cambrai;27;55762;56665
32;Hauts-de-France;59;10;5910;Le Cateau-Cambrésis;56;51990;52721
32;Hauts-de-France;59;11;5911;Caudry;33;51001;51684
32;Hauts-de-France;59;12;5912;Coudekerque-Branche;9;49120;49866
32;Hauts-de-France;59;13;5913;Croix;5;75920;76684
32;Hauts-de-France;59;14;5914;Denain;18;69939;70402
32;Hauts-de-France;59;15;5915;Douai;7;62052;63154
32;Hauts-de-France;59;16;5916;Dunkerque-1;1;51340;51841
32;Hauts-de-France;59;17;5917;Dunkerque-2;5;49437;50453
32;Hauts-de-France;59;18;5918;Faches-Thumesnil;12;78839;79575
32;Hauts-de-France;59;19;5919;Fourmies;46;52642;53397
32;Hauts-de-France;59;20;5920;Grande-Synthe;14;56898;57533
32;Hauts-de-France;59;21;5921;Hazebrouck;16;58744;59657
32;Hauts-de-France;59;22;5922;Lambersart;8;69905;70785
32;Hauts-de-France;59;23;5923;Lille-1;5;76093;76690
32;Hauts-de-France;59;24;5924;Lille-2;4;69619;70738
32;Hauts-de-France;59;25;5925;Lille-3;2;71341;71776
32;Hauts-de-France;59;26;5926;Lille-4;3;70843;71389
32;Hauts-de-France;59;27;5927;Lille-5;1;75171;75857
32;Hauts-de-France;59;28;5928;Lille-6;10;79058;79790
32;Hauts-de-France;59;29;5929;Marly;17;63383;63954
32;Hauts-de-France;59;30;5930;Maubeuge;14;63464;64045
32;Hauts-de-France;59;31;5931;Orchies;16;54290;55003
32;Hauts-de-France;59;32;5932;Roubaix-1;1;76618;76889
32;Hauts-de-France;59;33;5933;Roubaix-2;3;72698;73117
32;Hauts-de-France;59;34;5934;Saint-Amand-les-Eaux;19;57839;58431
32;Hauts-de-France;59;35;5935;Sin-le-Noble;15;68750;69565
32;Hauts-de-France;59;36;5936;Templeuve-en-Pévèle;32;81389;83334
32;Hauts-de-France;59;37;5937;Tourcoing-1;4;66984;67392
32;Hauts-de-France;59;38;5938;Tourcoing-2;1;76800;77376
32;Hauts-de-France;59;39;5939;Valenciennes;2;54108;54735
32;Hauts-de-France;59;40;5940;Villeneuve-d'Ascq;5;72581;73341
32;Hauts-de-France;59;41;5941;Wormhout;45;53803;54875
32;Hauts-de-France;60;01;6001;Beauvais-1;8;40904;41740
32;Hauts-de-France;60;02;6002;Beauvais-2;26;46877;48085
32;Hauts-de-France;60;03;6003;Chantilly;10;42067;43327
32;Hauts-de-France;60;04;6004;Chaumont-en-Vexin;64;46688;47581
32;Hauts-de-France;60;05;6005;Clermont;20;39395;40241
32;Hauts-de-France;60;06;6006;Compiègne-1;20;41309;42365
32;Hauts-de-France;60;07;6007;Compiègne-2;17;47432;48766
32;Hauts-de-France;60;08;6008;Creil;2;40840;41215
32;Hauts-de-France;60;09;6009;Crépy-en-Valois;25;33816;34520
32;Hauts-de-France;60;10;6010;Estrées-Saint-Denis;71;42767;43688
32;Hauts-de-France;60;11;6011;Grandvilliers;100;39871;40689
32;Hauts-de-France;60;12;6012;Méru;14;47387;47998
32;Hauts-de-France;60;13;6013;Montataire;15;36832;37424
32;Hauts-de-France;60;14;6014;Mouy;35;37386;38075
32;Hauts-de-France;60;15;6015;Nanteuil-le-Haudouin;46;32598;33282
32;Hauts-de-France;60;16;6016;Nogent-sur-Oise;6;38974;39576
32;Hauts-de-France;60;17;6017;Noyon;42;32160;32830
32;Hauts-de-France;60;18;6018;Pont-Sainte-Maxence;22;31815;32398
32;Hauts-de-France;60;19;6019;Saint-Just-en-Chaussée;84;44049;44952
32;Hauts-de-France;60;20;6020;Senlis;14;33122;34228
32;Hauts-de-France;60;21;6021;Thourotte;40;32549;33359
28;Normandie;61;01;6101;L'Aigle;7;12395;12760
28;Normandie;61;02;6102;Alençon-1;2;15779;16371
28;Normandie;61;03;6103;Alençon-2;2;14331;14611
28;Normandie;61;04;6104;Argentan-1;15;13150;13534
28;Normandie;61;05;6105;Argentan-2;21;13428;13784
28;Normandie;61;06;6106;Athis-Val de Rouvre;30;14983;15500
28;Normandie;61;07;6107;Bagnoles de l’Orne Normandie;12;12950;13210
28;Normandie;61;08;6108;Bretoncelles;12;11113;11341
28;Normandie;61;09;6109;Ceton;18;12482;12761
28;Normandie;61;10;6110;Damigny;16;13468;13782
28;Normandie;61;11;6111;Domfront en Poiraie;13;14885;15245
28;Normandie;61;12;6112;La Ferté Macé;13;14471;14995
28;Normandie;61;13;6113;Flers-1;13;15360;15710
28;Normandie;61;14;6114;Flers-2;7;14960;15389
28;Normandie;61;15;6115;Magny-le-Désert;35;12655;12903
28;Normandie;61;16;6116;Mortagne-au-Perche;33;13515;14021
28;Normandie;61;17;6117;Écouves;37;10898;11138
28;Normandie;61;18;6118;Rai;26;12080;12365
28;Normandie;61;19;6119;Sées;21;11186;11776
28;Normandie;61;20;6120;Tourouvre au Perche;23;12490;12700
28;Normandie;61;21;6121;Vimoutiers;32;10394;10625
32;Hauts-de-France;62;01;6201;Aire-sur-la-Lys;17;29360;29877
32;Hauts-de-France;62;02;6202;Arras-1;13;36675;37324
32;Hauts-de-France;62;03;6203;Arras-2;12;36520;37227
32;Hauts-de-France;62;04;6204;Arras-3;16;32384;32905
32;Hauts-de-France;62;05;6205;Auchel;9;35127;35321
32;Hauts-de-France;62;06;6206;Auxi-le-Château;84;34208;34780
32;Hauts-de-France;62;07;6207;Avesnes-le-Comte;108;38283;39292
32;Hauts-de-France;62;08;6208;Avion;4;39342;39593
32;Hauts-de-France;62;09;6209;Bapaume;75;35898;36741
32;Hauts-de-France;62;10;6210;Berck;31;34825;35741
32;Hauts-de-France;62;11;6211;Béthune;7;41577;42046
32;Hauts-de-France;62;12;6212;Beuvry;13;40327;41046
32;Hauts-de-France;62;13;6213;Boulogne-sur-Mer-1;7;35563;35984
32;Hauts-de-France;62;14;6214;Boulogne-sur-Mer-2;5;39827;40390
32;Hauts-de-France;62;15;6215;Brebières;33;32867;33294
32;Hauts-de-France;62;16;6216;Bruay-la-Buissière;12;35326;35854
32;Hauts-de-France;62;17;6217;Bully-les-Mines;12;44908;45391
32;Hauts-de-France;62;18;6218;Calais-1;11;36795;37300
32;Hauts-de-France;62;19;6219;Calais-2;26;38567;39192
32;Hauts-de-France;62;20;6220;Calais-3;1;38158;38510
32;Hauts-de-France;62;21;6221;Carvin;3;36189;36428
32;Hauts-de-France;62;22;6222;Desvres;52;45553;46497
32;Hauts-de-France;62;23;6223;Douvrin;14;42362;42747
32;Hauts-de-France;62;24;6224;Étaples;15;30935;31675
32;Hauts-de-France;62;25;6225;Fruges;52;31319;32225
32;Hauts-de-France;62;26;6226;Harnes;6;42950;43191
32;Hauts-de-France;62;27;6227;Hénin-Beaumont-1;4;35101;35320
32;Hauts-de-France;62;28;6228;Hénin-Beaumont-2;6;45926;46351
32;Hauts-de-France;62;29;6229;Lens;3;42390;42651
32;Hauts-de-France;62;30;6230;Liévin;4;39311;39786
32;Hauts-de-France;62;31;6231;Lillers;22;39269;39830
32;Hauts-de-France;62;32;6232;Longuenesse;7;32687;33588
32;Hauts-de-France;62;33;6233;Lumbres;60;32576;33315
32;Hauts-de-France;62;34;6234;Marck;16;38571;39072
32;Hauts-de-France;62;35;6235;Nœux-les-Mines;13;41305;41649
32;Hauts-de-France;62;36;6236;Outreau;11;36874;37368
32;Hauts-de-France;62;37;6237;Saint-Omer;16;35706;36714
32;Hauts-de-France;62;38;6238;Saint-Pol-sur-Ternoise;87;32570;33156
32;Hauts-de-France;62;39;6239;Wingles;9;43310;43579
84;Auvergne-Rhône-Alpes;63;01;6301;Aigueperse;24;22284;22695
84;Auvergne-Rhône-Alpes;63;02;6302;Ambert;30;17972;18498
84;Auvergne-Rhône-Alpes;63;03;6303;Aubière;3;20881;21241
84;Auvergne-Rhône-Alpes;63;04;6304;Beaumont;3;20906;21327
84;Auvergne-Rhône-Alpes;63;05;6305;Billom;23;21281;21677
84;Auvergne-Rhône-Alpes;63;06;6306;Brassac-les-Mines;57;23551;24207
84;Auvergne-Rhône-Alpes;63;07;6307;Cébazat;5;19463;19713
84;Auvergne-Rhône-Alpes;63;08;6308;Chamalières;2;21857;22495
84;Auvergne-Rhône-Alpes;63;09;6309;Châtel-Guyon;8;23843;24307
84;Auvergne-Rhône-Alpes;63;10;6310;Clermont-Ferrand-1;1;21837;21971
84;Auvergne-Rhône-Alpes;63;11;6311;Clermont-Ferrand-2;1;25119;25532
84;Auvergne-Rhône-Alpes;63;12;6312;Clermont-Ferrand-3;1;24771;25000
84;Auvergne-Rhône-Alpes;63;13;6313;Clermont-Ferrand-4;1;22407;22665
84;Auvergne-Rhône-Alpes;63;14;6314;Clermont-Ferrand-5;1;26894;27410
84;Auvergne-Rhône-Alpes;63;15;6315;Clermont-Ferrand-6;1;26299;27252
84;Auvergne-Rhône-Alpes;63;16;6316;Cournon-d'Auvergne;2;25687;26101
84;Auvergne-Rhône-Alpes;63;17;6317;Gerzat;4;17720;17900
84;Auvergne-Rhône-Alpes;63;18;6318;Issoire;10;21278;21793
84;Auvergne-Rhône-Alpes;63;19;6319;Lezoux;14;19538;19847
84;Auvergne-Rhône-Alpes;63;20;6320;Maringues;20;17991;18290
84;Auvergne-Rhône-Alpes;63;21;6321;Les Martres-de-Veyre;11;22228;22595
84;Auvergne-Rhône-Alpes;63;22;6322;Les Monts du Livradois;38;17672;18135
84;Auvergne-Rhône-Alpes;63;23;6323;Orcines;23;18209;18840
84;Auvergne-Rhône-Alpes;63;24;6324;Pont-du-Château;3;24330;25150
84;Auvergne-Rhône-Alpes;63;25;6325;Riom;5;24016;24883
84;Auvergne-Rhône-Alpes;63;26;6326;Saint-Éloy-les-Mines;35;15812;16364
84;Auvergne-Rhône-Alpes;63;27;6327;Saint-Georges-de-Mons;28;19326;19705
84;Auvergne-Rhône-Alpes;63;28;6328;Saint-Ours;40;16940;17354
84;Auvergne-Rhône-Alpes;63;29;6329;Le Sancy;43;19103;19541
84;Auvergne-Rhône-Alpes;63;30;6330;Thiers;13;22255;22833
84;Auvergne-Rhône-Alpes;63;31;6331;Vic-le-Comte;19;20815;21213
75;Nouvelle-Aquitaine;64;01;6401;Anglet;1;25295;26033
75;Nouvelle-Aquitaine;64;02;6402;Artix et Pays de Soubestre;55;27917;28624
75;Nouvelle-Aquitaine;64;03;6403;Baïgura et Mondarrain;10;25399;26037
75;Nouvelle-Aquitaine;64;04;6404;Bayonne-1;2;22190;22728
75;Nouvelle-Aquitaine;64;05;6405;Bayonne-2;2;28904;29430
75;Nouvelle-Aquitaine;64;06;6406;Bayonne-3;1;26322;27035
